message,severity,attributes,tags,timestamp
"1:M 20 Apr 2026 05:52:31.945 * <ReJSON> Initialized shared string cache, thread safe: false.",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T05:52:32.196487292Z
1:M 20 Apr 2026 05:52:31.945 * Module 'ReJSON' loaded from /usr/local/lib/redis/modules//rejson.so,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T05:52:32.196491325Z
1:M 20 Apr 2026 05:52:31.945 * <search> Acquired RedisJSON_V5 API,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T05:52:32.196495596Z
1:M 20 Apr 2026 05:52:31.945 * Server initialized,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T05:52:32.196500684Z
1:M 20 Apr 2026 05:52:31.945 * Ready to accept connections tcp,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T05:52:32.196505305Z
Starting Container,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T05:52:32.498145989Z
Mounting volume on: /var/lib/containers/railwayapp/bind-mounts/f207aaaa-ad88-483c-94bf-dcfdd68d295b/vol_kfmeeufbododrjhq,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:51.924613380Z
1:C 20 Apr 2026 06:22:51.398 * oO0OoO0OoO0Oo Redis is starting oO0OoO0OoO0Oo,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:54.125343228Z
"1:C 20 Apr 2026 06:22:51.398 * Redis version=8.2.1, bits=64, commit=00000000, modified=1, pid=1, just started",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:54.125351180Z
1:C 20 Apr 2026 06:22:51.398 * Configuration loaded,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:54.125359984Z
1:M 20 Apr 2026 06:22:51.399 * monotonic clock: POSIX clock_gettime,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:54.125367833Z
"1:M 20 Apr 2026 06:22:51.401 * Running mode=standalone, port=6379.",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:54.125375520Z
1:M 20 Apr 2026 06:22:51.401 * <bf> RedisBloom version 8.2.0 (Git=unknown),info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:54.125389420Z
1:signal-handler (1776666169) Received SIGTERM scheduling shutdown...,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:54.125394829Z
1:M 20 Apr 2026 06:22:51.401 * <bf> Registering configuration options: [,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:54.125405684Z
1:M 20 Apr 2026 06:22:49.883 * User requested shutdown...,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:54.125414044Z
1:M 20 Apr 2026 06:22:51.401 * <bf> 	{ bf-error-rate       :      0.01 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:54.125418166Z
1:M 20 Apr 2026 06:22:49.883 * Saving the final RDB snapshot before exiting.,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:54.125430148Z
1:M 20 Apr 2026 06:22:51.401 * <bf> 	{ bf-initial-size     :       100 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:54.125433674Z
1:M 20 Apr 2026 06:22:49.889 * DB saved on disk,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:54.125439916Z
"1:M 20 Apr 2026 06:22:49.890 # Redis is now ready to exit, bye bye...",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:54.125446625Z
Starting Redis Server,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:54.125455104Z
"1:C 20 Apr 2026 06:22:51.398 # WARNING Memory overcommit must be enabled! Without it, a background save or replication may fail under low memory condition. Being disabled, it can also cause failures without low memory condition, see https://github.com/jemalloc/jemalloc/issues/1328. To fix this issue add 'vm.overcommit_memory = 1' to /etc/sysctl.conf and then reboot or run the command 'sysctl vm.overcommit_memory=1' for this to take effect.",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:54.125462189Z
1:M 20 Apr 2026 06:22:51.406 * <search> Subscribe to config changes,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.013630999Z
1:M 20 Apr 2026 06:22:51.406 * <search> Enabled role change notification,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.013644002Z
1:M 20 Apr 2026 06:22:51.401 * <bf> 	{ bf-expansion-factor :         2 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.013810734Z
1:M 20 Apr 2026 06:22:51.401 * <bf> 	{ cf-bucket-size      :         2 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.013818356Z
1:M 20 Apr 2026 06:22:51.401 * <bf> 	{ cf-initial-size     :      1024 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.013827179Z
1:M 20 Apr 2026 06:22:51.401 * <bf> 	{ cf-max-iterations   :        20 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.013834061Z
1:M 20 Apr 2026 06:22:51.401 * <bf> 	{ cf-expansion-factor :         1 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.013841978Z
1:M 20 Apr 2026 06:22:51.401 * <bf> 	{ cf-max-expansions   :        32 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.013851139Z
1:M 20 Apr 2026 06:22:51.401 * <bf> ],info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.013858165Z
1:M 20 Apr 2026 06:22:51.402 * Module 'bf' loaded from /usr/local/lib/redis/modules//redisbloom.so,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.013866708Z
1:M 20 Apr 2026 06:22:51.406 * <search> Redis version found by RedisSearch : 8.2.1 - oss,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.013873429Z
1:M 20 Apr 2026 06:22:51.406 * <search> RediSearch version 8.2.1 (Git=dba8dd0),info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.013880824Z
1:M 20 Apr 2026 06:22:51.406 * <search> Low level api version 1 initialized successfully,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.013887902Z
"1:M 20 Apr 2026 06:22:51.406 * <search> gc: ON, prefix min length: 2, min word length to stem: 4, prefix max expansions: 200, query timeout (ms): 500, timeout policy: return, cursor read size: 1000, cursor max idle (ms): 300000, max doctable size: 1000000, max number of search results:  1000000, ",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.013894888Z
1:M 20 Apr 2026 06:22:51.406 * <search> Initialized thread pools!,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.013901125Z
1:M 20 Apr 2026 06:22:51.406 * <search> Disabled workers threadpool of size 0,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.013907701Z
1:M 20 Apr 2026 06:22:51.406 * <search> Register write commands,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.016405615Z
1:M 20 Apr 2026 06:22:51.407 * Module 'search' loaded from /usr/local/lib/redis/modules//redisearch.so,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.016415914Z
1:M 20 Apr 2026 06:22:51.407 * <timeseries> 	{ ts-compaction-policy   :              },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.016422688Z
"1:M 20 Apr 2026 06:22:51.407 * <timeseries> RedisTimeSeries version 80200, git_sha=1439d4a439ca9c063e6ef124a510abff09a5d493",info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.016425509Z
1:M 20 Apr 2026 06:22:51.407 * <timeseries> 	{ ts-num-threads         :            3 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.016431905Z
1:M 20 Apr 2026 06:22:51.407 * <timeseries> Redis version found by RedisTimeSeries : 8.2.1 - oss,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.016435174Z
1:M 20 Apr 2026 06:22:51.407 * <timeseries> 	{ ts-retention-policy    :            0 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.016441350Z
1:M 20 Apr 2026 06:22:51.407 * <timeseries> Registering configuration options: [,info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.016443518Z
1:M 20 Apr 2026 06:22:51.407 * <timeseries> 	{ ts-duplicate-policy    :        block },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.016452973Z
1:M 20 Apr 2026 06:22:51.407 * <timeseries> 	{ ts-chunk-size-bytes    :         4096 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.016459218Z
1:M 20 Apr 2026 06:22:51.407 * <timeseries> 	{ ts-encoding            :   compressed },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.016465317Z
1:M 20 Apr 2026 06:22:51.407 * <timeseries> 	{ ts-ignore-max-time-diff:            0 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.016471870Z
1:M 20 Apr 2026 06:22:51.407 * <timeseries> 	{ ts-ignore-max-val-diff :     0.000000 },info,"{""level"":""info""}","{""project"":""0e889de5-9995-48a4-96c8-5e4baabf33d1"",""environment"":""86563c5a-1c1a-439b-adf7-3ffb19e44a08"",""service"":""dd41b2e6-3025-4039-bbb7-b78b1450b3ff"",""deployment"":""263a9ca2-7898-415b-b6f1-130fc93a3717"",""replica"":""f207aaaa-ad88-483c-94bf-dcfdd68d295b""}",2026-04-20T06:22:55.016481444Z
